Timestamp,Units,Dropout,Batch Size,Learning Rate,Num Layers,Lookback,MAE,MSE,R2
2025-07-21_22-10-18,95,0.2618988541081365,102,0.0013350970120646,1,4,3.462218999862671,18.952716827392575,0.4273446798324585
2025-07-21_23-05-46,116,0.3336397522471353,98,0.0006893318063398,2,13,3.171797037124634,17.05552101135254,0.4640208482742309
2025-07-24_18-19-38,111,0.12604459312699667,36,0.0014088769185146104,2,16,3.1763014793395996,17.258934020996094,0.47406548261642456
